,smiles,pi3k,mtor,rscore,pi3k_pred,mtor_pred
504,CCc1ncnc(-c2ccc(C(=O)N3CCC(CN(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,6.16813022571949,6.83923143813887,0.6,6.193404690950167,7.262202597084857
505,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4COC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.7609509068598,8.416801226031371,0.7,6.773435876386347,8.486620437212263
506,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CN(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.350178536775429,7.39512622944736,0.6,6.345381036609947,7.826570928777327
507,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCN)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.74280157386065,8.0731432910503,0.7,6.804554978384885,8.267557077134432
508,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CN)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.189162848859509,7.85667287000795,0.7,6.55244124169711,8.204543495521602
509,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCN)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.27843668164251,8.17005330405836,0.6,6.65672621626859,8.512769580848786
510,CCc1ncnc(-c2ccc(C(=O)N3CC4(CN(C)C4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.5400047439526,8.00833099262005,0.6,6.440979780474366,8.017670162572486
511,CCc1ncnc(-c2cc(F)c(C(=O)N3CC4(CN(C)C4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.46483251488505,8.42021640338319,0.6,6.391888093713569,8.304467678762558
512,CCc1ncnc(-c2cc(F)c(C(=O)N3CC4(CN(C)C4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.525929496784952,8.25649023527156,0.2,6.453166316459267,8.358775165950787
513,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.69810228280479,8.821023052706831,0.6,6.824353780573414,8.93243254521722
514,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)COC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.65797231191252,8.56863623584101,0.7,6.722821941552872,8.666838802539337
515,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)CO)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.67366413907124,8.89962945488243,0.7,6.779700903872472,8.700521296008395
516,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.77443228656052,8.8153085691824,0.7,6.685630133997204,8.818010885878456
517,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCCC4O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.8626458886292605,9.16749108729376,0.6,6.8903512529938205,8.928323066677612
518,CCc1ncnc(-c2ccc(C(=O)N3CCc4ncccc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.960982678002582,8.962573502059369,0.2,6.93703550849094,8.713599923561976
519,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC(C)O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.915423722065659,8.806875401645529,0.7,6.889262637950564,8.792015719518114
520,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.6816027207824815,9.67778070526607,0.6,6.703809012439262,9.286804489689114
521,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)COC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.7281583934635,9.2518119729938,0.6,6.689486257566764,9.067761988324774
522,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)CO)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.79683107712453,9.23657200643706,0.6,6.775007946669981,9.101444481793832
523,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.10607187345739,9.30980391997148,0.6,6.488688912576076,9.172382830350351
524,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCCC4O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.97457123859275,9.552841968657768,0.7,6.798579985282001,9.319127153073852
525,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCOCCO)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.947344526960468,8.77989191195994,0.6,6.895092833097158,9.023451989155872
526,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)CC(=O)CO4)c(F)c2)c1C#Cc1ccc(N)nc1,6.84040273201259,8.6757175447023,0.3,6.798808373475382,8.550154871864065
527,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.96589317029235,8.89962945488243,0.7,6.838818187960883,9.280091689839171
528,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)COC)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.958370491524861,9.16749108729376,0.6,6.764426743569916,9.036494155129251
529,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)CO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.964730399900559,8.99567862621735,0.7,6.830722147254461,9.07017664859831
530,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.71446519387996,9.34678748622465,0.6,6.608258844357587,9.165670030500408
532,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.6210028591891374,9.2518119729938,0.7,6.751592363820437,9.076732713707605
535,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.95738511541147,9.4089353929735,0.7,6.891862111802546,9.07187404226725
536,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)COC)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.91431705680538,9.03621217265444,0.7,6.840291807062075,8.917426024533738
538,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.8973605163087,8.82390874094431,0.7,6.760948954901527,8.957452382928489
541,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCOCCO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.96875316376732,8.892790030352131,0.6,6.984713100775655,8.858462558148393
542,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CC(NC(=O)OC(C)(C)C)C4)c(F)c2)c1C#Cc1ccc(N)nc1,6.444216549914218,8.01144104312138,0.6,6.337388155378845,8.03115573258469
543,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CC(N)C4)c(F)c2)c1C#Cc1ccc(N)nc1,5.8855591644441,8.22548303427145,0.2,6.34591821312145,8.13578099079569
544,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CN(C(=O)OC(C)(C)C)CCO4)c(F)c2)c1C#Cc1ccc(N)nc1,6.38483933568344,8.04963514562387,0.7,6.378017856925069,7.992044601313063
545,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CNCCO4)c(F)c2)c1C#Cc1ccc(N)nc1,6.40795655037063,8.1884249941294,0.2,6.570955378570712,8.141558092945894
546,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.07482203439412,8.01457352591699,0.3,6.163349046483177,7.913548707302169
547,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CNC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.02915587631914,7.86614187479666,0.2,6.279137260036769,7.809694995744309
548,CCc1ncnc(-c2ccc(C(=O)N3CCOC4(CCN(C(=O)OC(C)(C)C)CC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,5.9298032291668,7.16896251435997,0.3,6.1403895778509785,7.578515887962327
549,CCc1ncnc(-c2ccc(C(=O)N3CCOC4(CCNCC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.43523927696769,7.94233389609017,0.3,6.442808327885347,7.837593352354778
550,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C(=O)OC(C)(C)C)CC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,5.867641036204599,8.14996674231023,0.3,5.985556684909655,7.971915859616577
551,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCNCC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.23219132711262,7.59311932995087,0.3,6.1797150482697685,7.747879897955589
552,CCc1ncnc(-c2ccc(C(=O)N3C[C@H]4CN(C(=O)OC(C)(C)C)C[C@H]4C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.62371510380311,8.35359627377693,0.7,6.539796039941855,8.162288936656743
553,CCc1ncnc(-c2ccc(C(=O)N3C[C@@H]4CNC[C@@H]4C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.22114720713144,7.4870489200275,0.7,6.4842032158933405,7.708632624193588
554,CCc1ncnc(-c2ccc(C(=O)N3C[C@@H]4CCN(C(=O)OC(C)(C)C)[C@@H]4C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.82240579035217,8.30102999566398,0.3,6.656521374663245,8.250973726154667
555,CCc1ncnc(-c2ccc(C(=O)N3C[C@@H]4CCN[C@@H]4C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.183460432200151,7.576262750017659,0.2,6.3865522699739135,7.713154813638196
556,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CC4(CN(C)C4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.2224789336090005,8.01144104312138,0.6,6.363594890752382,8.07440745435857
557,CCc1ncnc(-c2ccc(C(=O)N3CC4(CN(C)C4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.015022873584501,8.21681130892474,0.5,6.351031561249124,8.137247985964494
558,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCC4(CC3)CN(C)C4)c(Cl)c2)c1C#Cc1ccc(N)nc1,5.65516383309533,7.97469413473522,0.6,6.047098211768379,8.040961955112406
559,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)CN(C)C4)c(F)c2)c1C#Cc1ccc(N)nc1,6.11156775620631,8.28316227670047,0.7,6.144345982579498,8.249569732477354
560,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)CN(C)C4)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.06430636006674,7.99697052944638,0.6,6.150568864667065,8.282307445410453
561,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CN(C)C4)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.19768474859566,8.31425826139773,0.7,6.347359555032284,8.046927883299501
562,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CN(C)C4)c(F)c2)c1C#Cc1ccc(N)nc1,6.48042137070601,8.15242734085788,0.6,6.260963115782284,8.038345988877925
563,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)C[C@H]3C)c(F)c2)c1C#Cc1ccc(N)nc1,6.438850894304639,8.2321023839819,0.7,6.510805782545836,8.30498495824444
564,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)C[C@@H]3C)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.54976629246724,8.36051351073141,0.6,6.577943435040977,8.442539303977371
565,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4ncon4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.86229783285303,9.18045606445813,0.6,6.952049691480166,9.174329902299093
566,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)C[C@H]3C)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.82803964598732,8.25026368443093,0.7,6.738122352084992,8.357447023458288
567,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)C[C@@H]3C)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.82564940252061,8.54668165995296,0.7,6.738122352084992,8.357447023458288
568,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCOCCO)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.96229468686446,8.939302159646381,0.6,6.9542645863305435,8.719021061098362
569,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4ncon4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.77642618894531,9.34678748622465,0.5,6.888793835515832,9.03488840524906
570,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)C[C@H]3C)c(F)c2)c1C#Cc1ccc(N)nc1,6.68794964881976,8.465973893943861,0.7,6.645104153794464,8.259151026060383
571,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)C[C@@H]3C)c(F)c2)c1C#Cc1ccc(N)nc1,6.8421807155827,8.262807357295259,0.7,6.645104153794464,8.259151026060383
572,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC(C)(C)O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.7558466274485705,8.98716277529482,0.7,6.817530560545003,8.79637566454329
